Date,Ticker,Open,High,Low,Close,Volume
2021-02-16,AAPL,131.96666370650627,132.47313069680968,129.33686380627134,129.72647094726562,80576300
2021-02-16,MSFT,235.11603342688002,236.1715330517929,233.0914038855764,233.83984375,26728500
2021-02-17,AAPL,127.83691804290048,128.78169493091983,126.10320712430666,127.43757629394531,97918500
2021-02-17,MSFT,232.0894541766409,234.96507650561446,231.72398457959287,234.85928344726562,21653500
2021-02-18,AAPL,125.84024303159478,126.61944257367797,124.09679724620429,126.33699035644531,96856700
2021-02-18,MSFT,232.55107806974718,234.5995949311717,231.647031012765,234.46495056152344,16925600
2021-02-19,AAPL,126.85317866159306,127.31095773335569,125.45062277040475,126.49279022216797,87668800
2021-02-19,MSFT,234.42650126233121,234.53229432170122,230.993047615162,231.75283813476562,25262600
2021-02-22,AAPL,124.68116007602796,126.34669893995918,122.33383475744539,122.72343444824219,103916400
2021-02-22,MSFT,228.33865848721146,228.82914565099242,223.5106699015232,225.5399627685547,36446900
2021-02-23,AAPL,120.54170021925478,123.41498433079913,115.31134105569778,122.58708953857422,158273000
2021-02-23,MSFT,221.51983481114613,225.84770894272074,219.9810292498646,224.34738159179688,30228700
2021-02-24,AAPL,121.691012957123,122.29488547484925,119.0514857660057,122.09034729003906,111039900
2021-02-24,MSFT,221.21207764018945,226.20356170801335,220.24071557506963,225.57843017578125,26339700
2021-02-25,AAPL,121.43776543888308,123.17147632846172,117.40542445743719,117.84371948242188,148199500
2021-02-25,MSFT,223.20289775237097,225.6168844933576,219.16355148383207,220.23109436035156,39542200
2021-02-26,AAPL,119.40211317040608,121.6033452358005,118.04825992472897,118.10670471191406,164560400
2021-02-26,MSFT,222.6739313555886,226.36704708770696,220.76004395905966,223.49142456054688,37819200
2021-03-01,AAPL,120.53194563410155,124.60324720609326,119.59691082635653,124.46688842773438,116307900
2021-03-01,MSFT,226.87677089593706,228.38672511898815,224.23195895822414,227.8769989013672,25324000
2021-03-02,AAPL,125.07075595613982,125.37269215964542,121.75917002851492,121.8663101196289,102260900
2021-03-02,MSFT,227.94433249579967,228.2232481775111,224.52050529024729,224.9244384765625,22812500
2021-03-03,AAPL,121.56439034639122,122.44098788620711,118.67162218049718,118.88590240478516,112966300
2021-03-03,MSFT,223.2798287097905,224.6455116135166,218.56724606158295,218.85577392578125,34029500
2021-03-04,AAPL,118.58395606502583,120.38584631369558,115.53535272389263,117.0060806274414,178155000
2021-03-04,MSFT,218.0671220058217,223.59718252075484,215.68197229589236,218.0574951171875,44727800
2021-03-05,AAPL,117.83398211644732,118.7690169305712,114.5126538027712,118.26253509521484,153766600
2021-03-05,MSFT,220.74081539432254,224.34737709839982,217.79786339181743,222.7412567138672,41872800
2021-03-08,AAPL,117.78528102761602,117.85346041822143,113.18802088680535,113.33412170410156,154376600
2021-03-08,MSFT,222.5200514391749,224.443551081611,218.44224158929848,218.69229125976562,35267400
2021-03-09,AAPL,115.93470289838993,118.88590857647793,115.700946019303,117.94113159179688,129525800
2021-03-09,MSFT,223.97226078418777,226.37663488338205,222.8085372631184,224.83782958984375,33080500
2021-03-10,AAPL,118.52552453136408,118.99303824849771,116.34376908141869,116.85999298095703,111943300
2021-03-10,MSFT,227.9346923560373,227.9346923560373,223.16440710536557,223.52987670898438,29746800
2021-03-11,AAPL,119.35342480023796,120.00600008566362,118.1067115889779,118.78850555419922,103026500
2021-03-11,MSFT,225.97274282318187,230.0217013232755,225.34759663880936,228.0597381591797,29907600
2021-03-12,AAPL,117.2690682655597,118.01904158578925,116.06131583787986,117.88268280029297,88105100
2021-03-12,MSFT,225.0590786530408,226.7998582205497,224.3089149389268,226.73252868652344,22653700
2021-03-15,AAPL,118.25279852383531,120.77544332973144,117.28853761790177,120.76570129394531,92403800
2021-03-15,MSFT,225.9727472321897,226.1939455847543,222.94322645297672,225.82847595214844,26034900
2021-03-16,AAPL,122.43124321692929,123.91172068145192,121.47673169598399,122.30462646484375,115227900
2021-03-16,MSFT,227.24219835106737,230.87761072964167,226.91520700329045,228.6175079345703,28092200
2021-03-17,AAPL,120.82417284921884,122.58710273633017,119.15863361756394,121.51570892333984,111932600
2021-03-17,MSFT,227.1171726758717,229.42538062772473,224.3088654749819,227.97312927246094,29562100
2021-03-18,AAPL,119.68457136117527,119.97677300065472,117.19114511333716,117.39568328857422,121229700
2021-03-18,MSFT,223.66451343079086,225.23217017671175,221.51981565564103,221.8948974609375,34833000
2021-03-19,AAPL,116.78206442899135,118.27227638684158,116.56778422545804,116.86972045898438,185549500
2021-03-19,MSFT,222.18346368282081,223.5779980882051,220.57734312763878,221.53909301757812,46430700
2021-03-22,AAPL,117.20088850037816,120.64883370339138,117.13270910784668,120.18131256103516,111912300
2021-03-22,MSFT,221.46209350268924,227.83848363077567,221.33706135356417,226.9633026123047,30127000
2021-03-23,AAPL,120.12288150317761,121.0092136525593,118.96382433837393,119.35342407226562,95467100
2021-03-23,MSFT,228.4059692318967,231.82979623103833,228.0020360699332,228.49252319335938,31638400
2021-03-24,AAPL,119.62612832333967,119.70404974763237,116.94764066899515,116.96711730957031,88530500
2021-03-24,MSFT,228.75214846423054,228.89640503432452,226.31892314775035,226.4535675048828,25620100
2021-03-25,AAPL,116.43141841542507,118.49629146995656,115.90545997424265,117.45410919189453,98844700
2021-03-25,MSFT,226.29972771990109,227.8769967829049,222.71240512495487,223.45294189453125,34061900
2021-03-26,AAPL,117.22036189731419,118.32098161470867,115.82754797615723,118.05799865722656,94071200
2021-03-26,MSFT,222.69316616439068,227.65579858844697,222.69316616439068,227.43458557128906,25479900
2021-03-29,AAPL,118.48654778202403,119.3923638462603,117.59047375295034,118.23330688476562,80819200
2021-03-29,MSFT,227.54038837534517,227.74236229636642,223.0105549017335,226.24203491210938,25227500
2021-03-30,AAPL,116.98661215897457,117.26907177481125,115.76911765846987,116.78207397460938,85671900
2021-03-30,MSFT,224.59740664901904,224.90517359760773,222.26036191810903,222.98167419433594,24792000
2021-03-31,AAPL,118.48656634745086,120.30793336547684,117.99956854695249,118.97356414794922,118323800
2021-03-31,MSFT,224.00110452094995,229.95433693716646,223.50099061619966,226.751708984375,43623500
2021-04-01,AAPL,120.44432394785761,120.95079849317966,119.30474321663615,119.80148315429688,75089100
2021-04-01,MSFT,229.34843902978423,233.55128028262237,228.9445059398782,233.0800323486328,30338000
2021-04-05,AAPL,120.64882787870255,122.87927851383142,119.86962848939254,122.62603759765625,88651200
2021-04-05,MSFT,233.47439109086363,240.39900183366075,233.4166884471967,239.5430450439453,36910600
2021-04-06,AAPL,123.21045341308864,123.82406801579717,122.38255857200649,122.92799377441406,80171300
2021-04-06,MSFT,238.13886553157835,239.86039119458903,237.43679229555985,238.37930297851562,22931900
2021-04-07,AAPL,122.55787260556289,124.59351991699825,121.88581323910961,124.57404327392578,83466700
2021-04-07,MSFT,238.33122444155185,241.33187923295162,237.73494423945007,240.34127807617188,22719800
2021-04-08,AAPL,125.59673249128127,126.99928856495599,125.17792150755567,126.9700698852539,88844600
2021-04-08,MSFT,243.10147460682458,244.41906699343323,242.3609232323544,243.5631103515625,23625200
2021-04-09,AAPL,126.4246443564377,129.58038090088027,126.10322399320837,129.5414276123047,106686700
2021-04-09,MSFT,243.1976954010368,246.19836510371618,242.78414998319923,246.063720703125,24326800
2021-04-12,AAPL,129.0738612317137,129.39528146393909,127.23301071041467,127.8271484375,91420000
2021-04-12,MSFT,244.96728689441156,247.81407263023797,244.8807182632371,246.1213836669922,27148700
2021-04-13,AAPL,128.99599269074992,131.15826433043802,128.49924537282473,130.93423461914062,91266500
2021-04-13,MSFT,247.41972783084833,249.27589763738905,247.00615316932647,248.6026611328125,23837500
2021-04-14,AAPL,131.43094899145666,131.48938634080065,128.2362450900617,128.59661865234375,87222800
2021-04-14,MSFT,247.63131962681794,248.92965822222618,245.40005331204884,245.8135986328125,23070900
2021-04-15,AAPL,130.34008581919048,131.48939338315375,130.1647588997771,131.0023956298828,89347100
2021-04-15,MSFT,248.06414230696154,249.98764208869324,247.87180993895484,249.5740966796875,25627500
2021-04-16,AAPL,130.8076234498389,131.16799709740084,129.81414368991753,130.6712646484375,84922400
2021-04-16,MSFT,249.54522040689776,251.01669641879005,247.74675298683772,250.76663208007812,24878600
2021-04-19,AAPL,130.0381714732957,131.9472097448359,129.87259397383497,131.33358764648438,94264200
2021-04-19,MSFT,250.23765794238443,251.47832327916888,247.95831583894045,248.84310913085938,23209300
2021-04-20,AAPL,131.50884836684003,132.0055806149895,128.3823169431064,129.6485137939453,94812300
2021-04-20,MSFT,247.95831277261587,250.247281736885,247.015787507837,248.38148498535156,19722900
2021-04-21,AAPL,128.9180574819885,130.27191076385841,127.88562452974153,130.02841186523438,68847100
2021-04-21,MSFT,249.03549280000607,250.7089280413718,247.41013330799765,250.6127471923828,24030400
2021-04-22,AAPL,129.58035833012048,130.66149395921403,127.99275572778816,128.50897216796875,84566500
2021-04-22,MSFT,250.25688896426033,251.7668430840579,245.86170033030186,247.33319091796875,25606200
2021-04-23,AAPL,128.72323846633472,131.6062565911259,128.72323846633472,130.8270721435547,78657500
2021-04-23,MSFT,248.01608368907097,251.50724073017807,247.429400952962,251.16099548339844,21462600
2021-04-26,AAPL,131.3237996328013,131.54781441014728,130.0868213316481,131.21665954589844,66905100
2021-04-26,MSFT,251.65144677426986,252.40161041619083,250.21844901797465,251.54563903808594,19763300
2021-04-27,AAPL,131.49913616765673,131.88874331170373,130.62254610203854,130.895263671875,66015800
2021-04-27,MSFT,251.57456464801797,253.1229974874835,250.17041779598182,251.9496612548828,31014200
2021-04-28,AAPL,130.81733580986761,131.5088791677975,129.61932548257246,130.1063232421875,107760100
2021-04-28,MSFT,246.2848623553483,246.72728837126857,243.2745956256258,244.82301330566406,46903100
2021-04-29,AAPL,132.92117853809344,133.50558183329358,129.00571212903608,130.00892639160156,151101000
2021-04-29,MSFT,245.68859868614197,246.3041179418775,239.47568881641504,242.85142517089844,40589000
2021-04-30,AAPL,128.35315956120257,130.0868708182536,127.66163089702832,128.04148864746094,109839500
2021-04-30,MSFT,240.18737020905894,243.3996106161242,240.0527258409525,242.53402709960938,30945100
2021-05-03,AAPL,128.6063555356659,130.58358001612103,128.40182480933737,129.09335327148438,75135100
2021-05-03,MSFT,243.70736061841964,244.62103454544211,241.5145725438365,242.2262725830078,19626600
